"Timestamp","Cluster","Node","CPU","SoC"
"2022-08-11T15:11:39.922","3","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.922","3","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.922","3","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.923","2","kubernetes-control-plane","0.0",""
"2022-08-11T15:11:39.923","2","kubernetes-worker1","0.0",""
"2022-08-11T15:11:39.924","2","kubernetes-worker2","0.0",""
"2022-08-11T15:11:39.925","2","kubernetes-worker3","0.0",""
"2022-08-11T15:11:39.925","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.926","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.926","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.927","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.928","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.928","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.930","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.931","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.933","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.933","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.934","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.934","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.936","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.937","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.938","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.938","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.939","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.939","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.940","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.941","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.941","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.942","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.949","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.950","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.951","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.951","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.953","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.954","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.955","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.955","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.956","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.957","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.957","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.958","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.958","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.958","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.959","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.959","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.959","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.960","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.960","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.960","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.961","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.961","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.961","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.962","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.962","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.962","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.963","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.963","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.964","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.964","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.964","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.965","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.965","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.966","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.966","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.966","2","kubernetes-worker1","100.0",""
"2022-08-11T15:11:39.967","2","kubernetes-worker2","100.0",""
"2022-08-11T15:11:39.967","2","kubernetes-worker3","100.0",""
"2022-08-11T15:11:39.967","2","kubernetes-control-plane","950.0",""
"2022-08-11T15:11:39.968","2","kubernetes-worker1","100.0",""
